ticker,date2,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow,SaleOfPPE,ebitda,EnterpriseValue
APD,2021,9/30/21,1331900000,3136900000,153000000,8376300000,,5800000,2507400000,13539700000,462800000,10323000000,-95200000,489700000,-2732900000,-3503800000,15678300000,4468900000,1321300000,7968600000,12207500000,911500000,13820800000,108200000,2354400000,-1256700000,2099100000,-784100000,-130500000,,10600000,2099100000,2044600000,-301500000,-55600000,-283000000,,,1655100000,744600000,548300000,7169700000,7186100000,70300000,-1515900000,93500000,3341900000,1244800000,-47200000,,1662500000,,6500000,420700000,331100000,1115800000,2354400000,-141800000,453900000,27800000,187900000,-1420900000,2290900000,1667400000,12771200000,249400000,736800000,26859200000,2799100000,100200000,-2464200000,"Air Products and Chemicals, Inc.",USD,Basic Materials,Specialty Chemicals,8219200000,5577200000,1451300000,877700000,-1420900000,3341900000,,3675700000,17290000000
APH,2018,12/31/18,12400000,2654900000,-99600000,4571600000,,-600000,1588400000,4017000000,371500000,8202000000,55500000,764300000,-441800000,-445200000,3028700000,1279300000,299700000,6514000000,-484100000,4103200000,875800000,-23800000,1688000000,-253700000,1205000000,-439800000,-237900000,-935200000,130700000,1205000000,1216900000,22700000,,11900000,,,1791800000,746000000,47200000,2806400000,5547100000,21400000,-390200000,220900000,1112700000,272200000,-173300000,,96400000,,-75400000,397900000,,1433200000,1688000000,-101700000,1233800000,-40600000,48800000,-1070100000,723000000,,5980700000,300000,890500000,10044900000,2451300000,78600000,-310600000,Amphenol Corporation,USD,Technology,Electronic Components,3570700000,2120300000,1791800000,802100000,-1070100000,1112700000,5000000,1987700000,6308400000
APH,2019,12/31/19,17400000,2616000000,-143800000,4211200000,,-600000,1495900000,4530300000,331900000,8225400000,101500000,403300000,-1228800000,-501700000,3348400000,891200000,312100000,6585700000,-778800000,4867100000,1195700000,-71600000,1639700000,-279500000,1155000000,-388100000,117300000,-601700000,246100000,1155000000,1164000000,-3800000,,58300000,,,1736400000,742100000,65900000,3203400000,5609400000,21400000,-430900000,234200000,1502300000,277300000,-3400000,,99500000,,-28300000,442000000,,1683300000,1639700000,-117600000,1310100000,-13200000,-60200000,-648400000,737800000,,6219300000,300000,866800000,10815500000,2132700000,80400000,-295000000,Amphenol Corporation,USD,Technology,Electronic Components,3606700000,2078500000,1736400000,1207300000,-648400000,1502300000,7400000,1951800000,7245800000
APH,2020,12/31/20,36100000,2664100000,-116500000,5490800000,,-600000,1526600000,5384900000,313300000,8598900000,111200000,230300000,-333500000,-389200000,3705400000,1702000000,308100000,6955800000,-44700000,5032100000,1279000000,-114800000,1643100000,-297600000,1203400000,810800000,-146300000,-641300000,385700000,1203400000,1213300000,-18400000,,151400000,,,1951600000,760300000,67000000,3636200000,5934800000,21400000,-278100000,260700000,1592000000,199400000,-102000000,,127900000,,68100000,397500000,,2068100000,1643100000,-115400000,1462200000,68900000,204300000,-516600000,773800000,,6875400000,600000,1120700000,12327300000,2304300000,98100000,-276800000,Amphenol Corporation,USD,Technology,Electronic Components,3866500000,3186500000,1951600000,1315200000,-516600000,1592000000,12700000,1951200000,7549400000
APH,2021,12/31/21,44300000,3401800000,-179300000,5958200000,,703200000,1989200000,6302000000,409100000,10876300000,58900000,4000000,-1887500000,-386500000,4278900000,1197100000,395600000,8707800000,-831700000,6376800000,1420200000,-61100000,2168500000,-346700000,1590800000,-504900000,-398400000,-661700000,288500000,1590800000,1580100000,-8600000,,635800000,,,2454800000,915600000,77100000,4795900000,7474500000,21400000,-286500000,317700000,1540100000,208600000,-263000000,,166300000,,31400000,756900000,,2409000000,2168500000,-115500000,1894100000,-12300000,131700000,-145200000,875900000,,8299300000,600000,1312000000,14678400000,2447100000,91000000,-360400000,Amphenol Corporation,USD,Technology,Electronic Components,4799900000,3511100000,2454800000,1179700000,-145200000,1540100000,3700000,2564100000,9904800000
APTV,2018,12/31/18,,2733000000,-241000000,4777000000,,-2000000,1357000000,3459000000,250000000,14435000000,54000000,306000000,-2048000000,-694000000,2511000000,567000000,642000000,12837000000,-445000000,2524000000,3179000000,-43000000,1598000000,-233000000,1067000000,-1029000000,55000000,-534000000,1115000000,1067000000,1107000000,-16000000,,255000000,,,2835000000,1011000000,211000000,4038000000,11702000000,,-694000000,,1628000000,361000000,-120000000,70000000,449000000,,-139000000,1380000000,26000000,1639000000,1598000000,-141000000,1277000000,-54000000,62000000,-555000000,1078000000,171000000,8810000000,3000000,2334000000,12480000000,3694000000,143000000,-846000000,Aptiv PLC,USD,Consumer Cyclical,Auto Parts,4344000000,1083000000,2487000000,782000000,-555000000,1628000000,13000000,2240000000,7236000000
APTV,2019,12/31/19,,2649000000,-267000000,5319000000,,-1000000,1141000000,3819000000,132000000,14357000000,97000000,389000000,-1111000000,-719000000,2890000000,412000000,706000000,12949000000,226000000,2407000000,3722000000,-11000000,1408000000,-226000000,990000000,-139000000,-74000000,-454000000,1115000000,990000000,1009000000,-10000000,,42000000,,,2930000000,1103000000,192000000,3953000000,11708000000,,-719000000,,1624000000,420000000,8000000,82000000,618000000,,-242000000,1186000000,603000000,1645000000,1408000000,-164000000,1286000000,-3000000,133000000,-649000000,1094000000,207000000,9448000000,3000000,2463000000,13459000000,4054000000,164000000,-781000000,Aptiv PLC,USD,Consumer Cyclical,Auto Parts,4787000000,1265000000,2569000000,843000000,-649000000,1624000000,14000000,2114000000,8194000000
APTV,2020,12/31/20,,1950000000,1061000000,7465000000,,-1000000,1871000000,7905000000,49000000,13066000000,-1309000000,86000000,-626000000,-545000000,4550000000,2821000000,754000000,12256000000,4234000000,2580000000,3681000000,-28000000,810000000,-88000000,1804000000,2424000000,-243000000,-90000000,1115000000,1769000000,1822000000,-2000000,,-411000000,,,3185000000,996000000,195000000,3997000000,11116000000,,-545000000,,1413000000,383000000,-8000000,97000000,581000000,,220000000,1091000000,115000000,3897000000,810000000,-164000000,1297000000,24000000,186000000,1613000000,1065000000,2124000000,9422000000,3000000,2571000000,17522000000,4046000000,174000000,-584000000,Aptiv PLC,USD,Consumer Cyclical,Auto Parts,4501000000,3419000000,2812000000,829000000,1613000000,1413000000,10000000,1564000000,9585000000
APTV,2021,12/31/21,,2438000000,-499000000,8436000000,,-17000000,710000000,8347000000,101000000,15618000000,336000000,5000000,-729000000,-672000000,5077000000,3139000000,771000000,14409000000,4872000000,2511000000,3677000000,-30000000,1209000000,-63000000,590000000,286000000,37000000,-45000000,,527000000,609000000,20000000,,-53000000,,,3142000000,1081000000,214000000,4049000000,13180000000,,-672000000,,1222000000,339000000,-710000000,69000000,526000000,,-75000000,964000000,78000000,3939000000,1209000000,-150000000,2014000000,-16000000,265000000,-191000000,876000000,1893000000,9446000000,3000000,2953000000,18007000000,4207000000,159000000,-611000000,Aptiv PLC,USD,Consumer Cyclical,Auto Parts,4463000000,4229000000,2784000000,611000000,-191000000,1222000000,9000000,1980000000,9671000000
AQN,2018,12/31/18,,691859000,-240926000,491605000,,-5912000,132461000,2993327000,53372000,1648463000,92718000,13048000,-1455333000,-19385000,-595259000,46819000,260772000,1275076000,1984051000,954282000,6393558000,314080000,373387000,-174411000,184988000,6350000,3005000,-2088000,478415000,176961000,79089000,-1003914000,,315941000,,,245728000,57700000,860882000,3323747000,956604000,,-19385000,,530352000,160607000,-5838000,401058000,1369779000,,15411000,54994000,76175000,45553000,373387000,-152118000,95600000,-606000,-22915000,931937000,1533917000,134371000,5360081000,3562418000,89740000,9398589000,498981000,72415000,-466369000,Algonquin Power & Utilities Corp.,USD,Utilities,Utilities—Renewable,3336795000,-7376000,245728000,63983000,931937000,530352000,,634159000,6283303000
AQN,2019,12/31/19,,711099000,202406000,513191000,,-16690000,555067000,3690755000,70117000,1626392000,-264231000,225013000,-1324159000,-9761000,-367107000,62485000,284304000,1273731000,2611443000,1031696000,7240980000,14411000,352661000,-204877000,530884000,21499000,-20857000,-5282000,362364000,522398000,484950000,-668832000,,566750000,,,259144000,74134000,863317000,3706855000,915293000,,-9761000,,611260000,188765000,7957000,509674000,671188000,,-3431000,47616000,71460000,50579000,352661000,-181488000,91099000,1032000,63854000,733366000,1593799000,1416115000,6182415000,4017044000,150336000,10920786000,872066000,30585000,-581332000,Algonquin Power & Utilities Corp.,USD,Utilities,Utilities—Renewable,3931868000,-358875000,259144000,29928000,733366000,611260000,,636965000,7560138000
AQN,2020,12/31/20,,755598000,437137000,694957000,,-21419000,792411000,5019279000,64583000,1677058000,-513890000,181012000,-1229903000,-22507000,45753000,101614000,314123000,1321784000,3695976000,1208390000,8241838000,-97688000,355274000,-262163000,782463000,42746000,-52778000,-5274000,820767000,774062000,727828000,-264370000,,311217000,,,325644000,73562000,785787000,4475023000,921460000,,-22507000,,505217000,181958000,1295000,782429000,931811000,,-67259000,114913000,83414000,60729000,355274000,-181934000,134645000,573000,40885000,766859000,1790077000,2031997000,7234541000,4935304000,192160000,13223906000,955153000,21880000,-786030000,Algonquin Power & Utilities Corp.,USD,Utilities,Utilities—Renewable,4538470000,-260196000,325644000,-280813000,766859000,505217000,415000,669397000,9456135000
ARNC,2018,12/31/18,,915000000,-24000000,1476000000,,,263000000,2665000000,76000000,7442000000,-71000000,,-10000000,250000000,,81000000,272000000,7155000000,2238000000,385000000,2861000000,-536000000,287000000,,187000000,-45000000,-24000000,,,187000000,187000000,,3000000,1300000000,,,535000000,290000000,12000000,250000000,6527000000,,250000000,63000000,503000000,162000000,-73000000,,31000000,,-36000000,42000000,,,287000000,-129000000,818000000,-2000000,247000000,-536000000,356000000,,2118000000,2415000000,1165000000,4795000000,1393000000,15000000,-317000000,Arconic Corporation,USD,Industrials,Specialty Industrial Machinery,369000000,83000000,408000000,186000000,-536000000,503000000,,559000000,2953000000
ARNC,2019,12/31/19,,945000000,-183000000,1757000000,,,115000000,2959000000,-62000000,7277000000,61000000,,-170000000,295000000,,72000000,252000000,6979000000,2548000000,386000000,2869000000,-295000000,298000000,,177000000,-9000000,2000000,,,177000000,177000000,,2000000,1300000000,,,520000000,348000000,14000000,250000000,6332000000,,295000000,45000000,457000000,167000000,57000000,,21000000,,-33000000,25000000,,,298000000,-115000000,1137000000,-1000000,-100000000,-295000000,398000000,,2085000000,2664000000,1061000000,5058000000,1341000000,14000000,-201000000,Arconic Corporation,USD,Industrials,Specialty Industrial Machinery,379000000,99000000,384000000,256000000,-295000000,457000000,,550000000,3266000000
ARNC,2020,12/31/20,,813000000,-286000000,2642000000,,,-108000000,1433000000,1000000,5675000000,276000000,,-38000000,-1761000000,-155000000,787000000,251000000,5497000000,996000000,390000000,2856000000,-556000000,178000000,,-109000000,715000000,-235000000,,,-109000000,-109000000,,12000000,1300000000,,,759000000,336000000,14000000,1278000000,4862000000,,-1761000000,36000000,6000000,213000000,65000000,,379000000,,-448000000,47000000,,3348000000,178000000,-118000000,1043000000,3000000,82000000,744000000,2005000000,,4867000000,1000000,1106000000,6314000000,1473000000,329000000,-163000000,Arconic Corporation,USD,Industrials,Specialty Industrial Machinery,1425000000,1169000000,631000000,-157000000,744000000,6000000,,429000000,2071000000
ARRY,2018,12/31/18,,11555000,-18665000,173876000,,,-80696000,264474000,-19932000,290783000,-13459000,20000000,-6430000,,,40826000,28450000,352814000,-54013000,69727000,11029000,-3615000,-62031000,,-60764000,32706000,19399000,,50000000,-60764000,-60764000,,,4478000,,,62126000,46878000,,95879000,279228000,,,,-11727000,33617000,-10261000,,6469000,,8048000,248760000,,,-62031000,-19043000,55172000,,13880000,50863000,14937000,,245387000,264474000,22803000,509861000,134571000,6469000,-2073000,"Array Technologies, Inc.",USD,Technology,Solar,155027000,39305000,51557000,-18157000,50863000,-11727000,,-33581000,378675000
ARRY,2019,12/31/19,,150761000,-19470000,619684000,,,64579000,305151000,24834000,647899000,25736000,97749000,-1697000,,,310262000,27316000,563850000,11914000,69727000,10660000,-42475000,84049000,,39745000,320431000,-40708000,,133000,39745000,39745000,,,-64078000,,,96879000,41212000,,,497138000,,,,386073000,345532000,-94594000,,,,250000,223510000,50995000,,84049000,-18797000,148024000,,412475000,-63945000,27810000,,618430000,305151000,129584000,923581000,590620000,,-1697000,"Array Technologies, Inc.",USD,Technology,Solar,97749000,29064000,96251000,384376000,-63945000,386073000,,111365000,92638000
ARRY,2020,12/31/20,,202801000,-43875000,375175000,,,77778000,-80899000,18705000,872662000,34705000,4313000,-1338000,,-221499000,108441000,27474000,751009000,-348886000,69727000,9774000,-42475000,121653000,,59073000,-252816000,-23038000,,145532000,59073000,59073000,,,356670000,,,135852000,55634000,,423970000,669861000,,,,-122205000,172871000,28340000,,3088000,,-12986000,198260000,,140473000,121653000,-15129000,118459000,,-229479000,-129273000,23850000,,736923000,127000,82755000,656024000,289103000,,-1338000,"Array Technologies, Inc.",USD,Technology,Solar,428283000,86072000,118694000,-123543000,-129273000,-122205000,,149127000,238943000
ARW,2018,12/31/18,,3700912000,-287512000,13608300000,,-13500000,909373000,5324990000,187799000,29676768000,83818000,,-462965000,-2271703000,6335335000,509327000,186384000,28479883000,2327656000,2624690000,824700000,-1174000,1196885000,,716195000,-220756000,-1007308000,-243305000,8819000,716195000,721574000,,7722000,198827000,,,8945463000,2309921000,51376000,3239704000,25975856000,,-299449000,,272690000,2384000,-618875000,,232373000,,-23947000,372644000,274832000,1135934000,1196885000,-261773000,3878678000,6352000,936423000,-36833000,377947000,121738000,12408079000,125424000,7631879000,17784445000,8790428000,,-135336000,"Arrow Electronics, Inc.",USD,Technology,Electronics & Computer Distribution,3485372000,4817872000,8945463000,117354000,-36833000,272690000,5421000,1383269000,8301035000
ARW,2019,12/31/19,,3320713000,-968358000,12526159000,,-9682000,-111830000,4811919000,88338000,28916847000,736272000,209322000,-173583000,-2594759000,6131248000,300103000,189790000,28060319000,2478694000,2061322000,1081063000,-147000,856528000,,-204087000,-209224000,338849000,-404203000,16911000,-204087000,-200168000,,57934000,-518930000,,,8482687000,2216461000,54474000,2651703000,25596134000,,-262211000,,857995000,,383058000,,328730000,,-64312000,271903000,266249000,1150006000,856528000,-264327000,3477120000,12733000,-521575000,-906369000,372869000,131619000,11534403000,125424000,7046221000,16400796000,8258159000,,-143191000,"Arrow Electronics, Inc.",USD,Technology,Electronics & Computer Distribution,2971560000,4268000000,8482687000,707188000,-906369000,857995000,0,1046318000,7483376000
ARW,2020,12/31/20,,3191130000,-152372000,13152899000,,-14496000,759259000,5089319000,172795000,28673363000,74507000,130836000,-138794000,-2881706000,6679751000,373615000,189058000,27761732000,2740031000,2115469000,1105714000,-48519000,911631000,,584438000,73512000,-541427000,-483735000,21037000,584438000,586464000,,532000,-715880000,,,9205343000,2089909000,59633000,2097940000,25482233000,,-104885000,,1359843000,,244325000,,342607000,,48059000,233819000,286633000,1165850000,911631000,-160871000,3287308000,79560000,760883000,-1227097000,415566000,103403000,11904959000,125424000,7937889000,17053911000,9130883000,,-123585000,"Arrow Electronics, Inc.",USD,Technology,Electronics & Computer Distribution,2256573000,4022016000,9205343000,1235545000,-1227097000,1359843000,0,1100689000,6972277000
ASH,2018,9/30/18,,863000000,-208000000,1712000000,,-44000000,11000000,3406000000,-8000000,2589000000,-113000000,,-202000000,-291000000,2750000000,294000000,263000000,2370000000,-94000000,2304000000,1646000000,-2000000,219000000,-60000000,114000000,-272000000,-42000000,-10000000,,114000000,19000000,,-9000000,-296000000,,,511000000,487000000,,2275000000,1726000000,95000000,-291000000,73000000,297000000,256000000,-24000000,6000000,1393000000,,43000000,1196000000,311000000,946000000,219000000,-116000000,596000000,1000000,48000000,-368000000,1502000000,8000000,4853000000,1000000,331000000,8259000000,1076000000,28000000,-157000000,Ashland Global Holdings Inc.,USD,Basic Materials,Specialty Chemicals,2529000000,637000000,681000000,112000000,-368000000,297000000,4000000,482000000,5641000000
